country,year,iso_code,population,gdp,cement_co2,cement_co2_per_capita,co2,co2_growth_abs,co2_growth_prct,co2_including_luc,co2_including_luc_growth_abs,co2_including_luc_growth_prct,co2_including_luc_per_capita,co2_including_luc_per_gdp,co2_including_luc_per_unit_energy,co2_per_capita,co2_per_gdp,co2_per_unit_energy,coal_co2,coal_co2_per_capita,consumption_co2,consumption_co2_per_capita,consumption_co2_per_gdp,cumulative_cement_co2,cumulative_co2,cumulative_co2_including_luc,cumulative_coal_co2,cumulative_flaring_co2,cumulative_gas_co2,cumulative_luc_co2,cumulative_oil_co2,cumulative_other_co2,energy_per_capita,energy_per_gdp,flaring_co2,flaring_co2_per_capita,gas_co2,gas_co2_per_capita,ghg_excluding_lucf_per_capita,ghg_per_capita,land_use_change_co2,land_use_change_co2_per_capita,methane,methane_per_capita,nitrous_oxide,nitrous_oxide_per_capita,oil_co2,oil_co2_per_capita,other_co2_per_capita,other_industry_co2,primary_energy_consumption,share_global_cement_co2,share_global_co2,share_global_co2_including_luc,share_global_coal_co2,share_global_cumulative_cement_co2,share_global_cumulative_co2,share_global_cumulative_co2_including_luc,share_global_cumulative_coal_co2,share_global_cumulative_flaring_co2,share_global_cumulative_gas_co2,share_global_cumulative_luc_co2,share_global_cumulative_oil_co2,share_global_cumulative_other_co2,share_global_flaring_co2,share_global_gas_co2,share_global_luc_co2,share_global_oil_co2,share_global_other_co2,share_of_temperature_change_from_ghg,temperature_change_from_ch4,temperature_change_from_co2,temperature_change_from_ghg,temperature_change_from_n2o,total_ghg,total_ghg_excluding_lucf,trade_co2,trade_co2_share
Cameroon,1999,CMR,14525145.0,29453506980.0,0.344,0.024,5.219,-0.154,-2.861,40.25,-3.353,-7.689,2.771,1.367,2469.476,0.359,0.177,320.234,,,5.808,0.4,0.197,5.135,109.008,1906.045,,13.271,,2638.539,90.338,,1122.113,0.553,2.223,0.153,,,1.261,4.899,35.03,2.412,19.89,1.369,5.9,0.406,2.653,0.183,,,16.299,0.05,0.021,0.128,,0.029,0.011,0.107,,0.122,,0.346,0.026,,0.677,,0.534,0.026,,0.205,0.001,0.001,0.002,0.0,71.152,18.322,0.589,11.285
Cameroon,2000,CMR,14912632.0,31207712778.0,0.36,0.024,5.589,0.369,7.072,34.531,-5.719,-14.209,2.316,1.106,2031.528,0.375,0.179,328.791,,,5.881,0.394,0.188,5.495,114.596,1940.576,,15.514,,2667.48,93.324,,1139.795,0.545,2.243,0.15,,,1.263,4.49,28.942,1.941,20.911,1.402,6.538,0.438,2.986,0.2,,,16.997,0.05,0.022,0.109,,0.03,0.011,0.107,,0.138,,0.347,0.026,,0.649,,0.471,0.029,,0.205,0.001,0.001,0.002,0.0,66.961,18.833,0.293,5.238
Cameroon,2001,CMR,15309489.0,33173869115.0,0.395,0.026,5.562,-0.026,-0.468,29.462,-5.069,-14.679,1.924,0.888,1761.403,0.363,0.168,332.554,,,6.485,0.424,0.195,5.889,120.159,1970.038,,17.751,,2691.38,96.255,,1092.551,0.504,2.237,0.146,,,1.244,4.063,23.9,1.561,20.368,1.33,6.193,0.405,2.931,0.191,,,16.726,0.053,0.022,0.095,,0.03,0.011,0.107,,0.153,,0.348,0.026,,0.669,,0.438,0.029,,0.205,0.001,0.002,0.002,0.0,62.2,19.043,0.923,16.591
Cameroon,2002,CMR,15725534.0,35058274715.0,0.376,0.024,5.351,-0.212,-3.807,33.097,3.635,12.338,2.105,0.944,1934.141,0.34,0.153,312.685,,,7.777,0.495,0.222,6.265,125.509,2003.135,,19.776,0.0,2719.126,99.205,,1088.163,0.488,2.025,0.129,0.0,0.0,1.14,4.169,27.746,1.764,19.68,1.251,5.955,0.379,2.95,0.188,,,17.112,0.048,0.02,0.102,,0.031,0.011,0.107,,0.166,0.0,0.348,0.026,,0.627,0.0,0.455,0.029,,0.205,0.001,0.002,0.002,0.0,65.554,17.92,2.426,45.349
Cameroon,2003,CMR,16160340.0,37066671075.0,0.379,0.023,5.705,0.354,6.616,35.723,2.626,7.935,2.211,0.964,1968.79,0.353,0.154,314.396,,,6.733,0.417,0.182,6.644,131.214,2038.858,,21.782,0.0,2749.145,102.524,,1122.792,0.49,2.006,0.124,0.0,0.0,1.145,4.271,30.018,1.858,20.497,1.268,6.755,0.418,3.32,0.205,,,18.145,0.044,0.021,0.102,,0.032,0.012,0.107,,0.178,0.0,0.349,0.026,,0.584,0.0,0.41,0.031,,0.204,0.001,0.002,0.002,0.0,69.016,18.498,1.028,18.025
Cameroon,2004,CMR,16610485.0,39050234319.0,0.411,0.025,5.698,-0.006,-0.108,32.054,-3.669,-10.27,1.93,0.821,1726.433,0.343,0.146,306.916,,,6.05,0.364,0.155,7.055,136.912,2070.912,,23.629,0.0,2775.5,105.965,,1117.777,0.475,1.847,0.111,0.0,0.0,1.074,3.896,26.356,1.587,19.209,1.156,5.934,0.357,3.44,0.207,,,18.567,0.046,0.02,0.091,,0.032,0.012,0.107,,0.187,0.0,0.349,0.026,,0.541,0.0,0.409,0.031,,0.203,0.001,0.002,0.002,0.0,64.708,17.843,0.352,6.176
Cameroon,2005,CMR,17074599.0,40566543367.0,0.396,0.023,5.424,-0.275,-4.819,28.337,-3.718,-11.598,1.66,0.699,1577.772,0.318,0.134,301.997,,,5.997,0.351,0.148,7.451,142.336,2099.249,,25.462,0.0,2798.414,109.16,,1051.854,0.443,1.833,0.107,0.0,0.0,1.041,3.722,22.913,1.342,20.103,1.177,6.811,0.399,3.195,0.187,,,17.96,0.041,0.018,0.08,,0.033,0.012,0.106,,0.197,0.0,0.35,0.026,,0.529,0.0,0.386,0.029,,0.202,0.001,0.002,0.003,0.0,63.555,17.778,0.573,10.562
Cameroon,2006,CMR,17550403.0,42544656064.0,0.393,0.022,5.486,0.062,1.144,29.311,0.975,3.44,1.67,0.689,1272.158,0.313,0.129,238.097,,,6.99,0.398,0.164,7.844,147.822,2128.56,,27.195,0.0,2822.239,112.52,,1312.83,0.542,1.733,0.099,0.0,0.0,0.972,3.598,23.825,1.358,18.891,1.076,6.09,0.347,3.36,0.191,,,23.041,0.037,0.018,0.08,,0.033,0.012,0.106,,0.204,0.0,0.35,0.026,,0.5,0.0,0.395,0.03,,0.2,0.001,0.002,0.003,0.0,63.154,17.051,1.504,27.418
Cameroon,2007,CMR,18049897.0,44640871980.0,0.445,0.025,7.409,1.923,35.062,37.347,8.036,27.415,2.069,0.837,1619.328,0.41,0.166,321.262,,,8.764,0.486,0.196,8.289,155.231,2165.907,,28.901,0.685,2852.177,117.092,,1277.756,0.517,1.706,0.095,0.685,0.038,1.029,3.856,29.938,1.659,18.436,1.021,5.88,0.326,4.573,0.253,,,23.063,0.04,0.024,0.101,,0.033,0.012,0.106,,0.212,0.0,0.351,0.027,,0.499,0.012,0.535,0.041,,0.198,0.001,0.002,0.003,0.0,69.602,18.58,1.354,18.278
Cameroon,2008,CMR,18574052.0,46686367319.0,0.385,0.021,7.321,-0.089,-1.198,62.224,24.877,66.611,3.35,1.333,2725.114,0.394,0.157,320.606,,,9.022,0.486,0.193,8.674,162.552,2228.132,,30.796,1.396,2907.081,121.422,,1229.333,0.489,1.895,0.102,0.711,0.038,1.047,4.844,54.904,2.956,18.707,1.007,5.783,0.311,4.33,0.233,,,22.834,0.034,0.023,0.164,,0.033,0.013,0.107,,0.22,0.001,0.355,0.027,,0.568,0.012,0.923,0.039,,0.197,0.001,0.002,0.003,0.0,89.964,19.444,1.701,23.238
Cameroon,2009,CMR,19113978.0,48395507236.0,0.424,0.022,8.555,1.234,16.861,90.41,28.185,45.296,4.73,1.868,3536.189,0.448,0.177,334.61,,,10.138,0.53,0.209,9.098,171.107,2318.541,,32.757,1.986,2988.935,127.003,,1337.605,0.528,1.961,0.103,0.59,0.031,1.103,5.826,81.855,4.282,18.833,0.985,5.609,0.293,5.581,0.292,,,25.567,0.036,0.027,0.238,,0.033,0.013,0.109,,0.229,0.001,0.363,0.028,,0.597,0.01,1.253,0.051,,0.197,0.001,0.002,0.003,0.0,111.362,21.081,1.583,18.499
Cameroon,2010,CMR,19668063.0,50826589427.0,0.386,0.02,8.383,-0.172,-2.006,59.581,-30.828,-34.098,3.029,1.172,1998.11,0.426,0.165,281.142,,,9.789,0.498,0.193,9.483,179.49,2378.123,,34.478,2.58,3040.133,132.686,,1516.104,0.587,1.721,0.088,0.594,0.03,1.021,4.266,51.198,2.603,18.237,0.927,5.86,0.298,5.683,0.289,,,29.819,0.031,0.025,0.15,,0.033,0.013,0.11,,0.235,0.001,0.366,0.028,,0.507,0.01,0.786,0.05,,0.196,0.001,0.002,0.003,0.0,83.895,20.082,1.406,16.772
Cameroon,2011,CMR,20232312.0,53836234148.0,0.438,0.022,8.105,-0.278,-3.317,51.055,-8.527,-14.311,2.523,0.948,1614.784,0.401,0.151,256.358,,,9.959,0.492,0.185,9.921,187.596,2429.177,,36.063,3.004,3083.083,138.344,,1562.703,0.587,1.584,0.078,0.425,0.021,0.969,3.637,42.949,2.123,17.908,0.885,5.759,0.285,5.658,0.28,,,31.617,0.033,0.024,0.125,,0.033,0.014,0.11,,0.24,0.002,0.368,0.029,,0.445,0.007,0.672,0.05,,0.194,0.001,0.002,0.003,0.0,73.578,19.611,1.854,22.876
Cameroon,2012,CMR,20809530.0,56263171005.0,0.487,0.023,7.607,-0.498,-6.147,39.876,-11.179,-21.896,1.916,0.709,1244.749,0.366,0.135,237.458,,,10.009,0.481,0.178,10.409,195.203,2469.053,,37.51,3.514,3115.352,143.506,,1539.453,0.569,1.448,0.07,0.509,0.024,0.934,3.035,32.269,1.551,18.479,0.888,5.685,0.273,5.163,0.248,,,32.035,0.035,0.022,0.096,,0.033,0.014,0.11,,0.244,0.002,0.369,0.029,,0.387,0.008,0.483,0.045,,0.193,0.001,0.002,0.003,0.0,63.15,19.427,2.402,31.574
Cameroon,2013,CMR,21402379.0,59069016946.0,0.545,0.025,7.853,0.246,3.236,43.95,4.074,10.216,2.053,0.744,1627.22,0.367,0.133,290.762,,,9.722,0.454,0.165,10.954,203.056,2513.003,,39.073,4.1,3151.448,148.665,,1261.96,0.457,1.563,0.073,0.586,0.027,0.955,3.233,36.096,1.687,19.499,0.911,5.837,0.273,5.159,0.241,,,27.009,0.038,0.022,0.106,,0.033,0.014,0.11,,0.248,0.002,0.371,0.029,,0.409,0.009,0.571,0.045,,0.191,0.001,0.002,0.003,0.0,69.19,20.45,1.869,23.793
Cameroon,2014,CMR,22059894.0,62482615428.0,0.504,0.023,8.775,0.922,11.74,35.359,-8.591,-19.547,1.603,0.566,989.664,0.398,0.14,245.61,,,10.351,0.469,0.166,11.458,211.831,2548.362,,40.761,4.95,3178.031,154.399,,1619.597,0.572,1.687,0.076,0.85,0.039,1.021,2.878,26.584,1.205,20.821,0.944,5.924,0.269,5.734,0.26,,,35.728,0.034,0.025,0.084,,0.033,0.014,0.109,,0.253,0.002,0.371,0.03,,0.44,0.013,0.415,0.05,,0.19,0.001,0.002,0.003,0.0,63.479,22.519,1.576,17.962
Cameroon,2015,CMR,22763418.0,65981645134.0,0.659,0.029,9.85,1.075,12.248,42.496,7.137,20.184,1.867,0.644,1178.32,0.433,0.149,273.119,,,11.055,0.486,0.168,12.116,221.681,2590.857,,42.797,5.892,3210.677,160.612,,1584.326,0.547,2.036,0.089,0.942,0.041,1.13,3.172,32.646,1.434,23.097,1.015,5.967,0.262,6.213,0.273,,,36.065,0.046,0.028,0.101,,0.034,0.015,0.109,,0.259,0.003,0.372,0.03,,0.534,0.014,0.501,0.053,,0.189,0.001,0.002,0.003,0.0,72.208,25.716,1.205,12.238
Cameroon,2016,CMR,23454165.0,68936963106.0,0.907,0.039,9.965,0.115,1.167,40.731,-1.765,-4.153,1.737,0.591,1161.217,0.425,0.145,284.094,,,10.98,0.468,0.159,13.023,231.646,2631.588,,44.809,6.903,3241.443,166.647,,1495.517,0.509,2.012,0.086,1.011,0.043,1.107,3.051,30.766,1.312,22.921,0.977,6.109,0.26,6.035,0.257,,,35.076,0.061,0.028,0.1,,0.035,0.015,0.109,,0.265,0.003,0.373,0.031,,0.542,0.015,0.572,0.051,,0.189,0.001,0.002,0.003,0.0,71.561,25.972,1.015,10.19
Cameroon,2017,CMR,24128609.0,71378025048.0,0.992,0.041,9.582,-0.383,-3.845,47.461,6.73,16.523,1.967,0.665,1373.003,0.397,0.134,277.192,,,10.408,0.431,0.146,14.015,241.228,2679.049,,46.771,8.024,3279.322,172.154,,1432.621,0.484,1.962,0.081,1.121,0.046,0.994,3.168,37.879,1.57,21.236,0.88,6.055,0.251,5.507,0.228,,,34.567,0.066,0.027,0.115,,0.036,0.015,0.109,,0.271,0.004,0.375,0.031,,0.511,0.016,0.714,0.046,,0.188,0.001,0.002,0.003,0.0,76.429,23.99,0.826,8.619
Cameroon,2018,CMR,24806377.0,74248839020.0,1.097,0.044,9.844,0.262,2.736,38.33,-9.131,-19.239,1.545,0.516,1021.59,0.397,0.133,262.365,,,9.682,0.39,0.13,15.112,251.071,2717.379,,48.78,9.483,3307.809,177.434,,1512.503,0.505,2.009,0.081,1.458,0.059,0.956,2.73,28.486,1.148,20.661,0.833,6.004,0.242,5.28,0.213,,,37.52,0.071,0.027,0.092,,0.038,0.015,0.109,,0.276,0.004,0.376,0.031,,0.497,0.02,0.583,0.043,,0.187,0.001,0.002,0.003,0.0,67.731,23.727,-0.162,-1.646
Cameroon,2019,CMR,25506095.0,76789634582.0,1.077,0.042,9.605,-0.239,-2.424,35.285,-3.045,-7.945,1.383,0.459,969.956,0.377,0.125,264.045,,,9.301,0.365,0.121,16.189,260.677,2752.664,,50.743,10.81,3333.488,182.671,,1426.228,0.474,1.963,0.077,1.327,0.052,0.941,2.579,25.679,1.007,21.156,0.829,6.024,0.236,5.238,0.205,,,36.377,0.067,0.026,0.084,,0.039,0.016,0.108,,0.28,0.005,0.377,0.032,,0.454,0.018,0.525,0.042,,0.186,0.001,0.002,0.003,0.0,65.778,24.001,-0.305,-3.173
Cameroon,2020,CMR,26210566.0,77203536828.0,1.333,0.051,9.716,0.111,1.155,37.365,2.08,5.896,1.426,0.484,987.04,0.371,0.126,256.667,,,9.929,0.379,0.129,17.522,270.393,2790.029,,52.436,12.51,3361.136,187.662,,1444.284,0.49,1.693,0.065,1.7,0.065,0.935,2.595,27.649,1.055,21.775,0.831,6.252,0.239,4.99,0.19,,,37.856,0.082,0.028,0.094,,0.04,0.016,0.108,,0.283,0.005,0.378,0.032,,0.423,0.023,0.612,0.046,,0.185,0.001,0.002,0.003,0.0,68.029,24.516,0.212,2.185
Cameroon,2021,CMR,26915765.0,80020685294.0,1.744,0.065,9.734,0.017,0.178,34.365,-3.0,-8.028,1.277,0.429,957.742,0.362,0.122,271.269,,,10.199,0.379,0.127,19.266,280.127,2824.394,,53.904,13.895,3385.768,192.799,,1333.103,0.448,1.468,0.055,1.385,0.051,0.907,2.442,24.632,0.915,21.678,0.805,6.229,0.231,5.137,0.191,,,35.881,0.105,0.026,0.083,,0.043,0.016,0.108,,0.285,0.005,0.379,0.032,,0.365,0.018,0.529,0.045,,0.183,0.001,0.002,0.003,0.0,65.718,24.408,0.466,4.787
Cameroon,2022,CMR,27632770.0,82727797383.0,1.821,0.066,9.792,0.059,0.605,35.608,1.242,3.615,1.289,0.43,984.144,0.354,0.118,270.649,,,10.006,0.362,0.121,21.087,289.919,2860.001,,55.307,15.11,3411.583,198.152,,1309.364,0.437,1.402,0.051,1.215,0.044,0.876,2.432,25.815,0.934,21.464,0.777,6.394,0.231,5.354,0.194,,,36.181,0.115,0.026,0.084,,0.045,0.016,0.107,,0.286,0.006,0.38,0.032,,0.352,0.016,0.539,0.045,,0.182,0.001,0.002,0.003,0.0,67.212,24.197,0.214,2.182
Cameroon,2023,CMR,28372690.0,,1.821,0.064,9.695,-0.098,-0.996,32.818,-2.789,-7.834,1.157,,972.445,0.342,,287.27,,,10.384,0.366,,22.908,299.614,2892.82,,56.56,16.208,3434.707,203.675,,1189.462,,1.253,0.044,1.098,0.039,0.837,2.28,23.123,0.815,21.222,0.748,6.393,0.225,5.522,0.195,,,33.748,0.118,0.025,0.077,,0.048,0.017,0.107,,0.287,0.006,0.381,0.033,,0.305,0.014,0.487,0.045,,0.181,0.001,0.002,0.003,0.0,64.696,23.737,0.689,7.106
Cameroon,2024,CMR,29123748.0,,1.821,0.063,9.632,-0.063,-0.653,33.085,0.267,0.813,1.136,,944.517,0.331,,274.964,,,,,,24.729,309.245,2925.905,,57.657,17.322,3458.16,209.274,,1202.749,,1.098,0.038,1.114,0.038,0.816,2.226,23.453,0.805,21.405,0.735,6.523,0.224,5.599,0.192,,,35.029,0.124,0.025,0.077,,0.05,0.017,0.106,,0.286,0.006,0.381,0.033,,0.264,0.014,0.511,0.045,,0.18,0.001,0.002,0.003,0.0,64.827,23.764,,
