country,year,iso_code,population,gdp,cement_co2,cement_co2_per_capita,co2,co2_growth_abs,co2_growth_prct,co2_including_luc,co2_including_luc_growth_abs,co2_including_luc_growth_prct,co2_including_luc_per_capita,co2_including_luc_per_gdp,co2_including_luc_per_unit_energy,co2_per_capita,co2_per_gdp,co2_per_unit_energy,coal_co2,coal_co2_per_capita,consumption_co2,consumption_co2_per_capita,consumption_co2_per_gdp,cumulative_cement_co2,cumulative_co2,cumulative_co2_including_luc,cumulative_coal_co2,cumulative_flaring_co2,cumulative_gas_co2,cumulative_luc_co2,cumulative_oil_co2,cumulative_other_co2,energy_per_capita,energy_per_gdp,flaring_co2,flaring_co2_per_capita,gas_co2,gas_co2_per_capita,ghg_excluding_lucf_per_capita,ghg_per_capita,land_use_change_co2,land_use_change_co2_per_capita,methane,methane_per_capita,nitrous_oxide,nitrous_oxide_per_capita,oil_co2,oil_co2_per_capita,other_co2_per_capita,other_industry_co2,primary_energy_consumption,share_global_cement_co2,share_global_co2,share_global_co2_including_luc,share_global_coal_co2,share_global_cumulative_cement_co2,share_global_cumulative_co2,share_global_cumulative_co2_including_luc,share_global_cumulative_coal_co2,share_global_cumulative_flaring_co2,share_global_cumulative_gas_co2,share_global_cumulative_luc_co2,share_global_cumulative_oil_co2,share_global_cumulative_other_co2,share_global_flaring_co2,share_global_gas_co2,share_global_luc_co2,share_global_oil_co2,share_global_other_co2,share_of_temperature_change_from_ghg,temperature_change_from_ch4,temperature_change_from_co2,temperature_change_from_ghg,temperature_change_from_n2o,total_ghg,total_ghg_excluding_lucf,trade_co2,trade_co2_share
Cameroon,1947,CMR,4098220.0,,,,,,,,,,,,,,,,,,,,,,,,,,,777.663,,,,,,,,,0.278,11.364,34.707,8.469,2.813,0.686,1.938,0.473,,,,,,,,,,,,,,,,0.187,,,,,0.601,,,0.123,0.0,0.0,0.0,0.0,46.574,1.138,,
Cameroon,1948,CMR,4167458.0,,,,,,,,,,,,,,,,,,,,,,,,,,,809.953,,,,,,,,,0.282,10.798,32.29,7.748,2.886,0.692,2.135,0.512,,,,,,,,,,,,,,,,0.192,,,,,0.564,,,0.126,0.0,0.0,0.0,0.0,45.001,1.177,,
Cameroon,1949,CMR,4239958.0,,,,,,,,,,,,,,,,,,,,,,,,,,,841.501,,,,,,,,,0.288,10.65,31.548,7.441,2.962,0.699,2.273,0.536,,,,,,,,,,,,,,,,0.196,,,,,0.555,,,0.129,0.0,0.0,0.001,0.0,45.154,1.22,,
Cameroon,1950,CMR,4330088.0,5229722177.0,0.0,0.0,0.139,,,35.762,,,8.259,6.838,,0.032,0.027,,0.021,0.005,,,,0.0,0.139,35.762,0.021,,,877.124,0.118,,,,,,,,0.324,11.35,35.623,8.227,3.043,0.703,2.331,0.538,0.118,0.027,,,,0.0,0.002,0.284,0.001,0.0,0.0,0.005,0.0,,,0.202,0.0,,,,0.535,0.008,,0.132,0.0,0.0,0.001,0.0,49.147,1.405,,
Cameroon,1951,CMR,4395365.0,5417063378.0,0.0,0.0,0.183,0.044,31.579,37.38,1.618,4.524,8.504,6.9,,0.042,0.034,,0.04,0.009,,,,0.0,0.322,73.142,0.062,,,914.321,0.261,,,,,,,,0.335,11.53,37.197,8.463,3.101,0.706,2.318,0.527,0.143,0.033,,,,0.0,0.003,0.275,0.001,0.0,0.0,0.011,0.0,,,0.207,0.001,,,,0.517,0.008,,0.135,0.0,0.0,0.001,0.0,50.678,1.471,,
Cameroon,1952,CMR,4464718.0,5620173055.0,0.0,0.0,0.282,0.099,54.0,38.183,0.803,2.148,8.552,6.794,,0.063,0.05,,0.063,0.014,,,,0.0,0.605,111.325,0.125,,,952.221,0.48,,,,,,,,0.357,11.535,37.901,8.489,3.162,0.708,2.265,0.507,0.219,0.049,,,,0.0,0.004,0.278,0.002,0.0,0.0,0.016,0.0,,,0.212,0.002,,,,0.523,0.012,,0.138,0.0,0.0,0.001,0.0,51.502,1.593,,
Cameroon,1953,CMR,4538446.0,5824487306.0,0.0,0.0,0.202,-0.081,-28.571,42.49,4.307,11.281,9.362,7.295,,0.044,0.035,,0.025,0.006,,,,0.0,0.806,153.815,0.15,,,994.51,0.656,,,,,,,,0.338,12.305,42.289,9.318,3.222,0.71,2.182,0.481,0.176,0.039,,,,0.0,0.003,0.303,0.001,0.0,0.0,0.022,0.0,,,0.218,0.002,,,,0.573,0.009,,0.141,0.0,0.001,0.001,0.0,55.847,1.535,,
Cameroon,1954,CMR,4616889.0,6040446081.0,0.0,0.0,0.231,0.029,14.545,39.249,-3.241,-7.628,8.501,6.498,,0.05,0.038,,0.0,0.0,,,,0.0,1.037,193.065,0.15,,,1033.529,0.887,,,,,,,,0.344,11.552,39.019,8.451,3.285,0.711,2.079,0.45,0.231,0.05,,,,0.0,0.003,0.269,0.0,0.0,0.0,0.027,0.0,,,0.222,0.003,,,,0.5,0.011,,0.143,0.0,0.001,0.001,0.0,53.333,1.588,,
Cameroon,1955,CMR,4700267.0,6263420101.0,0.004,0.001,0.234,0.004,1.574,44.209,4.96,12.636,9.406,7.058,,0.05,0.037,,0.0,0.0,,,,0.004,1.271,237.274,0.15,,,1077.503,1.118,,,,,,,,0.344,12.172,43.975,9.356,3.348,0.712,1.966,0.418,0.231,0.049,,,,0.003,0.003,0.286,0.0,0.0,0.0,0.032,0.0,,,0.228,0.003,,,,0.55,0.01,,0.146,0.0,0.001,0.001,0.0,57.21,1.616,,
Cameroon,1956,CMR,4788341.0,6493816964.0,0.007,0.002,0.238,0.004,1.55,47.793,3.584,8.107,9.981,7.36,,0.05,0.037,,0.004,0.001,,,,0.011,1.509,285.067,0.154,,,1125.058,1.345,,,,,,,,0.343,12.686,47.555,9.931,3.414,0.713,1.853,0.387,0.227,0.047,,,,0.006,0.003,0.299,0.0,0.001,0.001,0.038,0.0,,,0.234,0.003,,,,0.59,0.009,,0.148,0.0,0.001,0.001,0.0,60.744,1.643,,
Cameroon,1957,CMR,4878935.0,6732063101.0,0.004,0.001,0.256,0.018,7.707,48.874,1.081,2.261,10.017,7.26,,0.053,0.038,,0.004,0.001,,,,0.014,1.766,333.941,0.157,,,1173.676,1.594,,,,,,,,0.346,12.592,48.617,9.965,3.482,0.714,1.75,0.359,0.249,0.051,,,,0.003,0.003,0.297,0.0,0.001,0.001,0.044,0.0,,,0.24,0.004,,,,0.587,0.01,,0.151,0.0,0.001,0.001,0.0,61.436,1.686,,
Cameroon,1958,CMR,4972220.0,6978686175.0,0.004,0.001,0.278,0.022,8.572,54.025,5.151,10.539,10.865,7.741,,0.056,0.04,,0.004,0.001,,,,0.018,2.044,387.965,0.161,,,1227.422,1.865,,,,,,,,0.348,13.303,53.746,10.809,3.553,0.714,1.667,0.335,0.271,0.055,,,,0.003,0.003,0.325,0.0,0.001,0.001,0.05,0.0,,,0.247,0.004,,,,0.654,0.01,,0.154,0.0,0.001,0.001,0.0,66.145,1.732,,
Cameroon,1959,CMR,5070072.0,7234105283.0,0.004,0.001,0.278,-0.0,-0.0,54.322,0.298,0.551,10.714,7.509,,0.055,0.038,,0.0,0.0,,,,0.022,2.323,442.288,0.161,,,1281.466,2.14,,,,,,,,0.346,13.032,54.044,10.659,3.626,0.715,1.615,0.318,0.275,0.054,,,,0.003,0.003,0.31,0.0,0.001,0.001,0.055,0.0,,,0.253,0.004,,,,0.622,0.009,,0.156,0.0,0.001,0.001,0.0,66.072,1.757,,
Cameroon,1960,CMR,5159059.0,7437215449.0,0.0,0.0,0.271,-0.007,-2.621,43.674,-10.648,-19.602,8.466,5.872,,0.053,0.036,,0.004,0.001,,,,0.022,2.594,485.962,0.165,,,1324.869,2.408,,,,,,,,0.343,11.413,43.403,8.413,3.7,0.717,1.602,0.311,0.267,0.052,,,,0.0,0.003,0.257,0.0,0.001,0.001,0.059,0.0,,,0.258,0.005,,,,0.57,0.009,,0.158,0.0,0.001,0.001,0.0,58.879,1.771,,
Cameroon,1961,CMR,5239281.0,7528597016.0,0.0,0.0,0.282,0.011,4.054,45.005,1.331,3.048,8.59,5.978,,0.054,0.037,,0.004,0.001,,,,0.022,2.876,530.967,0.168,,,1369.592,2.686,,,,,,,,0.345,11.239,44.723,8.536,3.873,0.739,1.839,0.351,0.278,0.053,,,,0.0,0.003,0.264,0.0,0.001,0.001,0.064,0.0,,,0.263,0.005,,,,0.586,0.008,,0.159,0.0,0.001,0.001,0.0,58.883,1.806,,
Cameroon,1962,CMR,5338626.0,7757674335.0,0.0,0.0,0.289,0.007,2.597,37.578,-7.428,-16.504,7.039,4.844,,0.054,0.037,,0.0,0.0,,,,0.022,3.166,568.545,0.168,,,1406.88,2.976,,,,,,,,0.344,9.882,37.288,6.985,3.92,0.734,1.863,0.349,0.289,0.054,,,,0.0,0.003,0.223,0.0,0.001,0.001,0.067,0.0,,,0.266,0.005,,,,0.522,0.008,,0.16,0.0,0.001,0.001,0.0,52.757,1.838,,
Cameroon,1963,CMR,5456615.0,8048988251.0,0.0,0.0,0.3,0.011,3.797,39.706,2.128,5.664,7.277,4.933,,0.055,0.037,,0.0,0.0,,,,0.022,3.466,608.251,0.168,,,1446.286,3.276,,,,,,,,0.343,9.998,39.406,7.222,4.074,0.747,1.939,0.355,0.3,0.055,,,,0.0,0.003,0.231,0.0,0.001,0.001,0.07,0.0,,,0.27,0.005,,,,0.567,0.008,,0.162,0.0,0.001,0.001,0.0,54.556,1.874,,
Cameroon,1964,CMR,5578261.0,8333998159.0,0.0,0.0,0.337,0.037,12.195,43.515,3.809,9.594,7.801,5.221,,0.06,0.04,,0.0,0.0,,,,0.022,3.803,651.766,0.168,,,1489.464,3.613,,,,,,,,0.347,10.509,43.178,7.74,3.891,0.698,1.862,0.334,0.337,0.06,,,,0.0,0.003,0.249,0.0,0.001,0.001,0.074,0.0,,,0.275,0.005,,,,0.648,0.008,,0.163,0.0,0.001,0.001,0.0,58.622,1.935,,
Cameroon,1965,CMR,5704688.0,8502576803.0,0.0,0.0,0.311,-0.026,-7.609,40.754,-2.761,-6.345,7.144,4.793,,0.055,0.037,,0.0,0.0,,,,0.022,4.114,692.521,0.168,,,1529.907,3.925,,,,,,,,0.339,9.871,40.443,7.089,4.052,0.71,1.941,0.34,0.311,0.055,,,,0.0,0.003,0.23,0.0,0.001,0.001,0.077,0.0,,,0.279,0.006,,,,0.633,0.007,,0.164,0.0,0.001,0.001,0.0,56.311,1.935,,
Cameroon,1966,CMR,5837300.0,8896457126.0,0.0,0.0,0.344,0.033,10.588,42.361,1.606,3.942,7.257,4.762,,0.059,0.039,,0.0,0.0,,,,0.022,4.459,734.882,0.168,,,1571.923,4.269,,,,,,,,0.341,9.963,42.016,7.198,4.264,0.73,2.074,0.355,0.344,0.059,,,,0.0,0.003,0.238,0.0,0.001,0.001,0.08,0.0,,,0.284,0.006,,,,0.71,0.007,,0.165,0.0,0.001,0.001,0.0,58.156,1.993,,
Cameroon,1967,CMR,5977315.0,9142134955.0,0.0,0.0,0.458,0.114,32.979,35.386,-6.975,-16.465,5.92,3.871,,0.077,0.05,,0.004,0.001,,,,0.022,4.917,770.268,0.172,,,1606.851,4.723,,,,,,,,0.357,8.661,34.928,5.843,4.297,0.719,2.094,0.35,0.454,0.076,,,,0.0,0.004,0.191,0.0,0.001,0.001,0.082,0.0,,,0.287,0.006,,,,0.559,0.009,,0.165,0.0,0.001,0.001,0.0,51.767,2.133,,
Cameroon,1968,CMR,6125860.0,9741294164.0,0.0,0.0,0.506,0.048,10.4,37.121,1.735,4.904,6.06,3.811,,0.083,0.052,,0.004,0.001,,,,0.022,5.423,807.389,0.176,,,1643.467,5.225,,,,,,,,0.36,8.735,36.616,5.977,4.398,0.718,2.176,0.355,0.502,0.082,,,,0.0,0.004,0.193,0.0,0.001,0.001,0.084,0.0,,,0.29,0.006,,,,0.579,0.009,,0.165,0.0,0.001,0.001,0.0,53.507,2.207,,
Cameroon,1969,CMR,6283470.0,10221153615.0,0.0,0.0,0.572,0.066,13.043,32.247,-4.874,-13.13,5.132,3.155,,0.091,0.056,,0.004,0.001,,,,0.022,5.994,839.636,0.179,,,1675.143,5.793,,,,,,,,0.366,8.081,31.676,5.041,4.625,0.736,2.295,0.365,0.568,0.09,,,,0.0,0.004,0.156,0.0,0.001,0.001,0.086,0.0,,,0.292,0.006,,,,0.456,0.009,,0.165,0.0,0.001,0.001,0.0,50.779,2.3,,
Cameroon,1970,CMR,6449795.0,10527337004.0,0.015,0.002,0.637,0.066,11.518,33.273,1.025,3.179,5.159,3.161,,0.099,0.061,,0.004,0.001,,,,0.036,6.632,872.909,0.183,,,1707.778,6.412,,,,,,,,0.384,7.99,32.635,5.06,5.081,0.788,2.539,0.394,0.619,0.096,,,,0.005,0.004,0.154,0.0,0.001,0.002,0.087,0.0,,,0.294,0.006,,,,0.488,0.009,,0.165,0.0,0.001,0.001,0.0,51.536,2.476,,
Cameroon,1971,CMR,6624415.0,10841245253.0,0.069,0.01,0.809,0.172,26.947,34.886,1.613,4.848,5.266,3.218,,0.122,0.075,,0.004,0.001,,,,0.105,7.441,907.794,0.187,,,1741.855,7.149,,,,,,,,0.407,8.02,34.076,5.144,5.239,0.791,2.583,0.39,0.736,0.111,,,,0.023,0.005,0.161,0.0,0.002,0.002,0.089,0.0,,,0.297,0.007,,,,0.555,0.01,,0.165,0.0,0.001,0.001,0.0,53.126,2.693,,
Cameroon,1972,CMR,6806873.0,11317896865.0,0.084,0.012,0.86,0.051,6.325,35.752,0.866,2.482,5.252,3.159,,0.126,0.076,,0.004,0.001,,,,0.189,8.301,943.546,0.19,,,1776.746,7.922,,,,,,,,0.411,7.894,34.891,5.126,5.121,0.752,2.504,0.368,0.773,0.114,,,,0.026,0.005,0.158,0.0,0.004,0.002,0.09,0.0,,,0.3,0.007,,,,0.542,0.01,,0.165,0.0,0.001,0.001,0.0,53.735,2.796,,
Cameroon,1973,CMR,6996661.0,11480018938.0,0.094,0.013,0.897,0.037,4.249,41.94,6.189,17.31,5.994,3.653,,0.128,0.078,,0.004,0.001,,,,0.283,9.198,985.486,0.194,,,1817.789,8.721,,,,,,,,0.413,8.351,41.043,5.866,5.209,0.745,2.576,0.368,0.799,0.114,,,,0.028,0.005,0.18,0.0,0.005,0.002,0.092,0.0,,,0.303,0.007,,,,0.656,0.01,,0.165,0.0,0.001,0.001,0.0,58.43,2.886,,
Cameroon,1974,CMR,7193589.0,11988955687.0,0.105,0.015,0.974,0.077,8.568,47.853,5.913,14.099,6.652,3.991,,0.135,0.081,,0.004,0.001,,,,0.388,10.172,1033.34,0.197,,,1864.669,9.586,,,,,,,,0.421,8.76,46.88,6.517,5.053,0.702,2.364,0.329,0.865,0.12,,,,0.031,0.006,0.205,0.0,0.007,0.002,0.095,0.0,,,0.308,0.007,,,,0.743,0.011,,0.166,0.0,0.001,0.001,0.0,63.014,3.029,,
Cameroon,1975,CMR,7397126.0,12613605449.0,0.116,0.016,1.161,0.187,19.181,50.452,2.598,5.43,6.82,4.0,,0.157,0.092,,0.004,0.0,,,,0.505,11.332,1083.791,0.201,,,1913.96,10.626,,,,,,,,0.444,8.778,49.291,6.664,5.375,0.727,2.528,0.342,1.041,0.141,,,,0.034,0.007,0.218,0.0,0.008,0.002,0.097,0.0,,,0.313,0.008,,,,0.805,0.013,,0.166,0.0,0.001,0.001,0.0,64.931,3.283,,
Cameroon,1976,CMR,7597962.0,12847952000.0,0.147,0.019,1.089,-0.072,-6.167,54.096,3.645,7.224,7.12,4.211,,0.143,0.085,,0.0,0.0,,,,0.652,12.421,1137.888,0.201,,,1966.967,11.568,,,,,,,,0.431,9.022,53.007,6.977,5.636,0.742,2.666,0.351,0.942,0.124,,,,0.041,0.006,0.226,0.0,0.01,0.002,0.1,0.0,,,0.318,0.008,,,,0.875,0.011,,0.167,0.0,0.001,0.001,0.0,68.549,3.272,,
Cameroon,1977,CMR,7796510.0,13583540189.0,0.174,0.022,1.559,0.47,43.167,41.058,-13.039,-24.103,5.266,3.023,,0.2,0.115,,0.0,0.0,,,,0.826,13.98,1178.946,0.201,,,2006.466,12.953,,,,,,,,0.496,7.467,39.499,5.066,6.183,0.793,3.064,0.393,1.385,0.178,,,,0.047,0.008,0.164,0.0,0.012,0.003,0.101,0.0,,,0.321,0.008,,,,0.597,0.016,,0.167,0.0,0.001,0.001,0.0,58.22,3.865,,
Cameroon,1978,CMR,8011917.0,14322935515.0,0.169,0.021,1.993,0.434,27.848,60.068,19.01,46.301,7.497,4.194,,0.249,0.139,,0.0,0.0,,,,0.995,15.974,1239.013,0.201,,,2064.541,14.778,,,,,,,,0.616,9.22,58.075,7.249,6.733,0.84,2.965,0.37,1.825,0.228,,,,0.042,0.01,0.235,0.0,0.014,0.003,0.104,0.0,,,0.327,0.009,,,,0.885,0.02,,0.168,0.0,0.001,0.001,0.0,73.874,4.937,,
Cameroon,1979,CMR,8239642.0,15104234208.0,0.232,0.028,1.815,-0.178,-8.923,48.826,-11.242,-18.716,5.926,3.233,,0.22,0.12,,0.0,0.0,,,,1.227,17.789,1287.839,0.201,,,2111.551,16.361,,,,,,,,0.807,8.112,47.01,5.705,8.789,1.067,3.122,0.379,1.583,0.192,,,,0.058,0.009,0.192,0.0,0.016,0.003,0.106,0.0,,,0.332,0.009,,,,0.803,0.017,,0.169,0.0,0.001,0.001,0.0,66.837,6.652,,
Cameroon,1980,CMR,8512217.0,16648724023.0,0.237,0.028,3.886,2.071,114.061,42.684,-6.142,-12.58,5.014,2.564,3866.753,0.457,0.233,352.032,0.0,0.0,,,,1.464,21.675,1330.523,0.201,,,2150.349,20.01,,1296.796,0.663,,,,,1.261,7.684,38.798,4.558,11.589,1.361,3.659,0.43,3.649,0.429,,,11.039,0.058,0.02,0.168,0.0,0.018,0.004,0.107,0.0,,,0.335,0.011,,,,0.646,0.041,,0.171,0.0,0.001,0.001,0.0,65.405,10.733,,
Cameroon,1981,CMR,8816377.0,19480161079.0,0.237,0.027,5.319,1.433,36.881,38.17,-4.513,-10.573,4.329,1.959,3333.044,0.603,0.273,464.466,0.004,0.0,,,,1.701,26.994,1368.693,0.205,,,2183.2,25.088,,1298.962,0.588,,,,,1.64,7.024,32.851,3.726,13.643,1.547,3.405,0.386,5.078,0.576,,,11.452,0.058,0.028,0.154,0.0,0.02,0.004,0.108,0.0,,,0.337,0.013,,,,0.563,0.06,,0.173,0.0,0.001,0.001,0.0,61.928,14.46,,
Cameroon,1982,CMR,9028676.0,20950721521.0,0.241,0.027,6.316,0.997,18.739,41.329,3.158,8.274,4.577,1.973,3060.967,0.7,0.301,467.782,0.004,0.0,,,,1.942,33.31,1410.022,0.208,,,2218.213,31.16,,1495.434,0.644,,,,,1.944,7.508,35.013,3.878,15.202,1.684,3.902,0.432,6.071,0.672,,,13.502,0.06,0.034,0.17,0.0,0.022,0.005,0.109,0.0,,,0.339,0.016,,,,0.633,0.073,,0.175,0.0,0.001,0.001,0.0,67.788,17.556,,
Cameroon,1983,CMR,9215395.0,22424580048.0,0.274,0.03,6.554,0.239,3.778,40.298,-1.031,-2.495,4.373,1.797,2990.148,0.711,0.292,486.353,0.004,0.0,,,,2.216,39.864,1450.319,0.212,,,2251.956,37.436,,1462.421,0.601,,,,,1.988,7.161,33.743,3.662,15.433,1.675,3.838,0.417,6.276,0.681,,,13.477,0.066,0.035,0.163,0.0,0.024,0.006,0.11,0.0,,,0.341,0.018,,,,0.578,0.076,,0.177,0.0,0.001,0.002,0.0,65.996,18.32,,
Cameroon,1984,CMR,9475085.0,24174472998.0,0.0,0.0,6.053,-0.502,-7.652,36.43,-3.868,-9.597,3.845,1.507,2676.472,0.639,0.25,444.701,0.004,0.0,,,,2.216,45.917,1486.749,0.216,,,2282.333,43.485,,1436.527,0.563,,,,,2.043,6.811,30.377,3.206,17.213,1.817,3.781,0.399,6.049,0.638,,,13.611,0.0,0.031,0.141,0.0,0.023,0.007,0.111,0.0,,,0.342,0.02,,,,0.473,0.073,,0.179,0.0,0.001,0.002,0.0,64.532,19.357,,
Cameroon,1985,CMR,9761728.0,26344696801.0,0.0,0.0,6.471,0.418,6.901,40.599,4.169,11.444,4.159,1.541,2824.741,0.663,0.246,450.203,0.004,0.0,,,,2.216,52.388,1527.348,0.219,,,2316.461,49.952,,1472.349,0.546,,,,,2.41,7.52,34.128,3.496,21.48,2.2,3.958,0.405,6.467,0.662,,,14.373,0.0,0.032,0.151,0.0,0.022,0.007,0.112,0.0,,,0.344,0.022,,,,0.503,0.078,,0.183,0.0,0.001,0.002,0.0,73.411,23.526,,
Cameroon,1986,CMR,10060342.0,28252385637.0,0.0,0.0,1.993,-4.477,-69.196,27.214,-13.385,-32.969,2.705,0.963,1730.117,0.198,0.071,126.717,0.004,0.0,,,,2.216,54.381,1554.562,0.223,,,2341.682,51.942,,1563.531,0.557,,,,,1.846,6.086,25.221,2.507,21.167,2.104,4.133,0.411,1.99,0.198,,,15.73,0.0,0.01,0.099,0.0,0.021,0.008,0.111,0.0,,,0.344,0.022,,,,0.363,0.023,,0.185,0.0,0.001,0.002,0.0,61.224,18.567,,
Cameroon,1987,CMR,10370753.0,26852607960.0,0.0,0.0,1.843,-0.15,-7.537,19.875,-7.339,-26.969,1.916,0.74,1352.019,0.178,0.069,125.373,0.004,0.0,,,,2.216,56.224,1574.437,0.227,,,2359.714,53.781,,1417.452,0.547,,,,,1.774,5.237,18.032,1.739,21.198,2.044,4.304,0.415,1.839,0.177,,,14.7,0.0,0.009,0.072,0.0,0.02,0.008,0.111,0.0,,,0.344,0.022,,,,0.277,0.021,,0.187,0.0,0.001,0.002,0.0,54.314,18.399,,
Cameroon,1988,CMR,10684972.0,25616631165.0,0.245,0.023,2.154,0.311,16.873,21.858,1.983,9.977,2.046,0.853,1517.217,0.202,0.084,149.514,0.004,0.0,,,,2.461,58.378,1596.295,0.23,,,2379.417,55.687,,1348.286,0.562,,,,,1.671,5.299,19.704,1.844,20.534,1.922,4.207,0.394,1.906,0.178,,,14.406,0.051,0.01,0.078,0.0,0.021,0.008,0.11,0.0,,,0.343,0.022,,,,0.32,0.021,,0.189,0.0,0.001,0.002,0.0,56.623,17.855,,
Cameroon,1989,CMR,11002749.0,23322584730.0,0.257,0.023,7.578,5.424,251.803,29.435,7.577,34.666,2.675,1.262,1709.32,0.689,0.325,440.049,0.004,0.0,,,,2.718,65.956,1625.729,0.234,,,2401.275,63.004,,1565.075,0.738,,,,,2.193,5.994,21.857,1.987,21.462,1.951,4.628,0.421,7.317,0.665,,,17.22,0.052,0.034,0.104,0.0,0.023,0.008,0.11,0.0,,,0.344,0.024,,,,0.365,0.081,,0.191,0.0,0.001,0.002,0.0,65.955,24.132,,
Cameroon,1990,CMR,11331827.0,22937075576.0,0.256,0.023,2.605,-4.973,-65.626,18.996,-10.438,-35.463,1.676,0.828,1089.786,0.23,0.114,149.432,0.004,0.0,3.279,0.289,0.143,2.974,68.56,1644.726,0.238,,,2417.666,65.349,,1538.258,0.76,,,,,1.638,5.009,16.392,1.447,21.492,1.897,5.049,0.446,2.345,0.207,,,17.431,0.052,0.011,0.067,0.0,0.024,0.008,0.109,0.0,,,0.343,0.024,,,,0.281,0.025,,0.193,0.001,0.001,0.002,0.0,56.757,18.557,0.674,25.877
Cameroon,1991,CMR,11667186.0,22472507403.0,0.214,0.018,2.668,0.064,2.443,20.386,1.389,7.313,1.747,0.907,1161.886,0.229,0.119,152.089,0.004,0.0,3.345,0.287,0.149,3.187,71.229,1665.111,0.241,,,2435.383,67.8,,1503.81,0.781,,,,,1.556,4.908,17.717,1.519,20.909,1.792,5.078,0.435,2.451,0.21,,,17.545,0.042,0.011,0.07,0.0,0.025,0.009,0.108,0.0,,,0.343,0.024,,,,0.31,0.025,,0.195,0.001,0.001,0.002,0.0,57.265,18.156,0.677,25.372
Cameroon,1992,CMR,12006362.0,22168696553.0,0.254,0.021,2.712,0.044,1.644,17.445,-2.941,-14.426,1.453,0.787,982.485,0.226,0.122,152.756,0.004,0.0,3.511,0.292,0.158,3.441,73.941,1682.556,0.245,,,2450.116,70.255,,1478.863,0.801,,,,,1.443,4.481,14.732,1.227,20.002,1.666,5.146,0.429,2.455,0.204,,,17.756,0.048,0.012,0.061,0.0,0.026,0.009,0.108,0.0,,,0.342,0.024,,,,0.247,0.027,,0.196,0.001,0.001,0.002,0.0,53.796,17.327,0.799,29.44
Cameroon,1993,CMR,12353131.0,21846592889.0,0.253,0.021,2.866,0.154,5.659,21.888,4.443,25.47,1.772,1.002,1447.966,0.232,0.131,189.583,0.004,0.0,3.698,0.299,0.169,3.694,76.807,1704.444,0.249,,,2469.138,72.864,,1223.686,0.692,,,,,1.316,4.548,19.022,1.54,19.023,1.54,4.904,0.397,2.609,0.211,,,15.116,0.046,0.013,0.077,0.0,0.026,0.009,0.107,0.0,,,0.342,0.025,,,,0.332,0.028,,0.198,0.001,0.001,0.002,0.0,56.184,16.262,0.832,29.031
Cameroon,1994,CMR,12704900.0,21685984140.0,0.195,0.015,4.88,2.014,70.276,28.599,6.711,30.659,2.251,1.319,1741.695,0.384,0.225,297.185,0.004,0.0,5.403,0.425,0.249,3.89,81.687,1733.043,0.252,2.039,,2492.857,75.506,,1292.411,0.757,2.039,0.16,,,1.343,4.704,23.719,1.867,17.683,1.392,5.078,0.4,2.642,0.208,,,16.42,0.033,0.021,0.096,0.0,0.027,0.009,0.107,0.0,0.022,,0.342,0.025,,0.651,,0.356,0.029,,0.199,0.001,0.001,0.002,0.0,59.758,17.06,0.524,10.73
Cameroon,1995,CMR,13058517.0,22791497700.0,0.225,0.017,5.375,0.495,10.142,25.163,-3.435,-12.012,1.927,1.104,1496.211,0.412,0.236,319.579,0.004,0.0,5.892,0.451,0.259,4.115,87.061,1758.206,0.256,4.21,,2512.645,78.481,,1287.891,0.738,2.171,0.166,,,1.388,4.463,19.789,1.515,18.21,1.394,5.089,0.39,2.975,0.228,,,16.818,0.036,0.023,0.084,0.0,0.027,0.009,0.106,0.0,0.044,,0.342,0.025,,0.669,,0.315,0.032,,0.2,0.001,0.001,0.002,0.0,58.283,18.128,0.517,9.628
Cameroon,1996,CMR,13414761.0,24336586345.0,0.124,0.009,5.975,0.6,11.163,33.693,8.53,33.899,2.512,1.384,2045.636,0.445,0.246,362.743,0.004,0.0,6.411,0.478,0.263,4.239,93.036,1791.899,0.26,6.59,,2540.364,81.947,,1227.809,0.677,2.381,0.177,,,1.475,5.107,27.719,2.066,19.334,1.441,5.489,0.409,3.466,0.258,,,16.471,0.02,0.025,0.109,0.0,0.027,0.01,0.106,0.0,0.067,,0.343,0.025,,0.683,,0.424,0.036,,0.201,0.001,0.001,0.002,0.0,68.51,19.782,0.437,7.307
Cameroon,1997,CMR,13775216.0,26071011666.0,0.252,0.018,5.379,-0.596,-9.973,30.294,-3.399,-10.088,2.199,1.162,1755.748,0.39,0.206,311.737,0.004,0.0,6.171,0.448,0.237,4.491,98.415,1822.193,0.263,8.812,,2565.279,84.849,,1252.557,0.662,2.221,0.161,,,1.332,4.624,24.915,1.809,18.939,1.375,5.429,0.394,2.902,0.211,,,17.254,0.038,0.022,0.094,0.0,0.027,0.01,0.106,0.0,0.086,,0.342,0.025,,0.633,,0.311,0.03,,0.202,0.001,0.001,0.002,0.0,63.694,18.35,0.792,14.727
Cameroon,1998,CMR,14144857.0,27818636369.0,0.3,0.021,5.373,-0.006,-0.104,43.602,13.308,43.93,3.083,1.567,2531.701,0.38,0.193,311.985,,,6.413,0.453,0.231,4.791,103.788,1865.795,,11.049,,2603.508,87.685,,1217.582,0.619,2.237,0.158,,,1.317,5.199,38.229,2.703,19.626,1.387,6.093,0.431,2.836,0.2,,,17.223,0.046,0.022,0.14,,0.028,0.01,0.107,,0.104,,0.344,0.025,,0.668,,0.563,0.029,,0.204,0.001,0.001,0.002,0.0,73.539,18.624,1.04,19.353
